#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  60
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  60
#! SET periodic_psi true
   -3.141592654   -3.141592654   16.696127566  -33.589931463    9.189763483
   -3.036872898   -3.141592654   13.320214528  -30.563192239    9.745712600
   -2.932153143   -3.141592654   10.374038962  -25.451110094   10.203878493
   -2.827433388   -3.141592654    8.051806302  -18.749893077   10.601957369
   -2.722713633   -3.141592654    6.489619741  -11.053445136   10.980283805
   -2.617993878   -3.141592654    5.748610102   -3.225282378   11.426764807
   -2.513274123   -3.141592654    5.792474064    3.761605045   12.054903202
   -2.408554368   -3.141592654    6.485752034    9.085848083   12.911851681
   -2.303834613   -3.141592654    7.634339011   12.437758117   13.943209922
   -2.199114858   -3.141592654    9.038014978   14.052885505   15.001075575
   -2.094395102   -3.141592654   10.538431488   14.285969895   15.942486707
   -1.989675347   -3.141592654   12.004401237   13.439494783   16.722901234
   -1.884955592   -3.141592654   13.326443145   11.501728223   17.398536144
   -1.780235837   -3.141592654   14.395150033    8.657303875   18.083008389
   -1.675516082   -3.141592654   15.139645854    5.450415048   18.847091304
   -1.570796327   -3.141592654   15.573118014    2.902214596   19.724541817
   -1.466076572   -3.141592654   15.829192600    2.227677404   20.820709556
   -1.361356817   -3.141592654   16.161204011    4.500121605   22.397274076
   -1.256637061   -3.141592654   16.914367547   10.364859480   24.860219586
   -1.151917306   -3.141592654   18.476142425   19.908075277   28.582752224
   -1.047197551   -3.141592654   21.210612399   32.607853479   33.622492507
   -0.942477796   -3.141592654   25.386353183   47.174550518   39.556992297
   -0.837758041   -3.141592654   31.100218037   61.586353659   45.486134724
   -0.733038286   -3.141592654   38.214113771   73.550149739   50.289238988
   -0.628318531   -3.141592654   46.356811350   80.927957734   52.887436854
   -0.523598776   -3.141592654   54.966064348   82.330468486   52.497165082
   -0.418879020   -3.141592654   63.381906799   77.234194708   48.702764169
   -0.314159265   -3.141592654   70.934931283   65.943992432   41.504709852
   -0.209439510   -3.141592654   77.018080157   49.297912663   31.291832777
   -0.104719755   -3.141592654   81.129902720   28.578926777   18.824852779
    0.000000000   -3.141592654   82.927293781    5.366623409    5.151202325
    0.104719755   -3.141592654   82.251003526  -18.281881507   -8.527144562
    0.209439510   -3.141592654   79.175893133  -40.047964136  -20.998066504
    0.314159265   -3.141592654   74.025968513  -57.499423937  -31.204331449
    0.418879020   -3.141592654   67.371761273  -68.471962761  -38.364175010
    0.523598776   -3.141592654   59.972229204  -71.554942893  -42.107216263
    0.628318531   -3.141592654   52.677468151  -66.519298710  -42.503409240
    0.733038286   -3.141592654   46.285382436  -54.644164486  -40.040036904
    0.837758041   -3.141592654   41.386630518  -38.500595349  -35.526012957
    0.942477796   -3.141592654   38.259929282  -21.307932816  -29.976303034
    1.047197551   -3.141592654   36.855839382   -5.997069638  -24.461260339
    1.151917306   -3.141592654   36.870561000    5.593784921  -19.855691449
    1.256637061   -3.141592654   37.870533415   12.771848373  -16.597968737
    1.361356817   -3.141592654   39.391150079   15.588285737  -14.586197276
    1.466076572   -3.141592654   40.995364580   14.448275170  -13.315194239
    1.570796327   -3.141592654   42.303229241   10.053047874  -12.213865213
    1.675516082   -3.141592654   43.030936334    3.586381741  -10.953316488
    1.780235837   -3.141592654   43.040509825   -3.378481070   -9.523767329
    1.884955592   -3.141592654   42.367636927   -9.213698911   -8.083878124
    1.989675347   -3.141592654   41.194005847  -12.879907608   -6.772201530
    2.094395102   -3.141592654   39.761161255  -14.240956464   -5.560004351
    2.199114858   -3.141592654   38.274641811  -14.071827303   -4.295680769
    2.303834613   -3.141592654   36.830218542  -13.643989459   -2.836099839
    2.408554368   -3.141592654   35.394286567  -14.097474182   -1.110832000
    2.513274123   -3.141592654   33.833968133  -16.024735566    0.811460005
    2.617993878   -3.141592654   31.989273408  -19.489061781    2.787736496
    2.722713633   -3.141592654   29.721461520  -23.997783782    4.647944517
    2.827433388   -3.141592654   26.964677291  -28.623450268    6.253381285
    2.932153143   -3.141592654   23.762062849  -32.341457663    7.528213529
    3.036872898   -3.141592654   20.263066683  -34.179221085    8.482494237

   -3.141592654   -3.036872898   18.029979596  -33.043968885   16.050890413
   -3.036872898   -3.036872898   14.706772947  -30.091490686   16.495941592
   -2.932153143   -3.036872898   11.808873655  -24.996947301   16.940786131
   -2.827433388   -3.036872898    9.533783006  -18.311147586   17.416063531
   -2.722713633   -3.036872898    8.017003361  -10.622486553   17.880733517
   -2.617993878   -3.036872898    7.323034310   -2.738795076   18.318832614
   -2.513274123   -3.036872898    7.424805336    4.395458582   18.793157590
   -2.408554368   -3.036872898    8.194968068    9.920765780   19.405259595
   -2.303834613   -3.036872898    9.439315285   13.410668824   20.201286392
   -2.199114858   -3.036872898   10.945410075   15.008178974   21.095064292
   -2.094395102   -3.036872898   12.538412178   15.090082245   21.919603556
   -1.989675347   -3.036872898   14.078879062   14.063759014   22.566918512
   -1.884955592   -3.036872898   15.461162400   12.055283186   23.054403199
   -1.780235837   -3.036872898   16.589932735    9.270508454   23.532308265
   -1.675516082   -3.036872898   17.405914839    6.206078734   24.145512932
   -1.570796327   -3.036872898   17.928919338    3.874777215   24.984830974
   -1.466076572   -3.036872898   18.304959025    3.591749703   26.180995980
   -1.361356817   -3.036872898   18.815141774    6.610713156   27.998329121
   -1.256637061   -3.036872898   19.846972599   13.644036992   30.827547117
   -1.151917306   -3.036872898   21.823706204   24.555595570   34.965767054
   -1.047197551   -3.036872898   25.106599855   38.345883817   40.298223069
   -0.942477796   -3.036872898   29.905645239   53.164309583   46.142971241
   -0.837758041   -3.036872898   36.208332698   66.645830444   51.342699889
   -0.733038286   -3.036872898   43.750153135   76.486052631   54.638134679
   -0.628318531   -3.036872898   52.048849376   80.867334178   55.011786570
   -0.523598776   -3.036872898   60.473632493   78.835430286   51.941463626
   -0.418879020   -3.036872898   68.341871580   70.315147332   45.396005910
   -0.314159265   -3.036872898   75.006037738   55.986976844   35.768955833
   -0.209439510   -3.036872898   79.917165534   37.022995029   23.759133697
   -0.104719755   -3.036872898   82.664572269   14.981205501   10.324880028
    0.000000000   -3.036872898   83.019332131   -8.382031136   -3.406748481
    0.104719755   -3.036872898   80.948480157  -30.963118658  -16.228414205
    0.209439510   -3.036872898   76.650433305  -50.552956283  -26.996873415
    0.314159265   -3.036872898   70.552433111  -64.976714935  -34.806878485
    0.418879020   -3.036872898   63.294236870  -72.482280320  -39.131240560
    0.523598776   -3.036872898   55.656216699  -72.129635732  -39.942706723
    0.628318531   -3.036872898   48.461550347  -64.131270191  -37.689796977
    0.733038286   -3.036872898   42.440670071  -50.083417292  -33.167187152
    0.837758041   -3.036872898   38.090467772  -32.744007316  -27.338270060
    0.942477796   -3.036872898   35.583499365  -15.391167949  -21.187724444
    1.047197551   -3.036872898   34.765669950   -0.844868923  -15.613450654
    1.151917306   -3.036872898   35.251632037    9.381677721  -11.275822731
    1.256637061   -3.036872898   36.570386824   15.097214961   -8.447111930
