#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  60
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  60
#! SET periodic_psi true
   -3.141592654   -3.141592654  -97.357034608  -32.868723057    9.017130417
   -3.036872898   -3.141592654 -100.686390610  -30.408592522    9.458259056
   -2.932153143   -3.141592654 -103.642223888  -25.787052197    9.835403932
   -2.827433388   -3.141592654 -106.017882480  -19.422174413   10.183072439
   -2.722713633   -3.141592654 -107.658661546  -11.875426775   10.514465247
   -2.617993878   -3.141592654 -108.484066890   -4.009393898   10.884580092
   -2.513274123   -3.141592654 -108.512399688    3.170364441   11.387766562
   -2.408554368   -3.141592654 -107.864531144    8.803872047   12.078784547
   -2.303834613   -3.141592654 -106.724930660   12.532281684   12.932093294
   -2.199114858   -3.141592654 -105.291545043   14.489649160   13.838289468
   -2.094395102   -3.141592654 -103.733177003   14.898222316   14.684315178
   -1.989675347   -3.141592654 -102.204075161   13.969648728   15.441109530
   -1.884955592   -3.141592654 -100.839427235   11.746114700   16.172140636
   -1.780235837   -3.141592654  -99.759614418    8.634855006   16.992857385
   -1.675516082   -3.141592654  -99.019094742    5.442757917   17.967912435
   -1.570796327   -3.141592654  -98.567000179    3.310598402   19.096493650
   -1.466076572   -3.141592654  -98.233796578    3.280279636   20.404904273
   -1.361356817   -3.141592654  -97.762351596    6.018050288   22.035424424
   -1.256637061   -3.141592654  -96.850013930   11.734548434   24.270297002
   -1.151917306   -3.141592654  -95.186867152   20.320022575   27.422631138
   -1.047197551   -3.141592654  -92.485847959   31.480056384   31.626995065
   -0.942477796   -3.141592654  -88.509110503   44.556567191   36.714498988
   -0.837758041   -3.141592654  -83.111276674   58.361667221   42.173925179
   -0.733038286   -3.141592654  -76.300829579   71.246871063   47.274919842
   -0.628318531   -3.141592654  -68.277550346   81.176296939   51.131804518
   -0.523598776   -3.141592654  -59.460784178   86.096927153   52.807953835
   -0.418879020   -3.141592654  -50.471940251   84.215940458   51.355577274
   -0.314159265   -3.141592654  -42.088358831   74.409288735   46.015958542
   -0.209439510   -3.141592654  -35.155732847   56.553423009   36.474002279
   -0.104719755   -3.141592654  -30.467294022   31.929403454   23.153293188
    0.000000000   -3.141592654  -28.599856105    3.203787083    7.335319824
    0.104719755   -3.141592654  -29.790710744  -25.769012981   -9.015592147
    0.209439510   -3.141592654  -33.847530821  -50.877142908  -23.688789948
    0.314159265   -3.141592654  -40.175292968  -68.651019445  -34.825473022
    0.418879020   -3.141592654  -47.883457208  -77.058015965  -41.385155145
    0.523598776   -3.141592654  -55.964463782  -75.861586286  -43.357323486
    0.628318531   -3.141592654  -63.474303492  -66.459726293  -41.571687579
    0.733038286   -3.141592654  -69.682799751  -51.519839977  -37.301505179
    0.837758041   -3.141592654  -74.176812318  -34.246268961  -31.849645572
    0.942477796   -3.141592654  -76.877807645  -17.692593920  -26.302293700
    1.047197551   -3.141592654  -77.986184802   -4.079566495  -21.472787066
    1.151917306   -3.141592654  -77.871063952    5.623902545  -17.837898787
